"Anger";"Gender";"item";"resp";"id";"btype";"situ";"mode";"r2"
15;"M";"S2WantScold";"perhaps";"140";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"yes";"141";"scold";"other";"want";"Y"
26;"M";"S2WantScold";"yes";"142";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"yes";"143";"scold";"other";"want";"Y"
11;"M";"S2WantScold";"perhaps";"144";"scold";"other";"want";"Y"
25;"M";"S2WantScold";"yes";"145";"scold";"other";"want";"Y"
28;"M";"S2WantScold";"yes";"146";"scold";"other";"want";"Y"
25;"M";"S2WantScold";"no";"147";"scold";"other";"want";"N"
14;"M";"S2WantScold";"perhaps";"148";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"perhaps";"149";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"no";"150";"scold";"other";"want";"N"
22;"F";"S2WantScold";"perhaps";"151";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"perhaps";"152";"scold";"other";"want";"Y"
15;"F";"S2WantScold";"yes";"153";"scold";"other";"want";"Y"
16;"F";"S2WantScold";"perhaps";"154";"scold";"other";"want";"Y"
22;"F";"S2WantScold";"perhaps";"155";"scold";"other";"want";"Y"
21;"M";"S2WantScold";"no";"156";"scold";"other";"want";"N"
19;"M";"S2WantScold";"yes";"157";"scold";"other";"want";"Y"
21;"M";"S2WantScold";"no";"158";"scold";"other";"want";"N"
16;"M";"S2WantScold";"perhaps";"159";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"perhaps";"160";"scold";"other";"want";"Y"
15;"F";"S2WantScold";"perhaps";"161";"scold";"other";"want";"Y"
27;"F";"S2WantScold";"no";"162";"scold";"other";"want";"N"
21;"F";"S2WantScold";"yes";"163";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"perhaps";"164";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"yes";"165";"scold";"other";"want";"Y"
21;"M";"S2WantScold";"yes";"166";"scold";"other";"want";"Y"
24;"F";"S2WantScold";"perhaps";"167";"scold";"other";"want";"Y"
20;"M";"S2WantScold";"perhaps";"168";"scold";"other";"want";"Y"
16;"F";"S2WantScold";"yes";"169";"scold";"other";"want";"Y"
14;"M";"S2WantScold";"perhaps";"170";"scold";"other";"want";"Y"
14;"M";"S2WantScold";"perhaps";"171";"scold";"other";"want";"Y"
20;"F";"S2WantScold";"perhaps";"172";"scold";"other";"want";"Y"
23;"M";"S2WantScold";"yes";"173";"scold";"other";"want";"Y"
23;"F";"S2WantScold";"no";"174";"scold";"other";"want";"N"
23;"M";"S2WantScold";"perhaps";"175";"scold";"other";"want";"Y"
23;"M";"S2WantScold";"yes";"176";"scold";"other";"want";"Y"
18;"F";"S2WantScold";"yes";"177";"scold";"other";"want";"Y"
22;"M";"S2WantScold";"no";"178";"scold";"other";"want";"N"
20;"M";"S2WantScold";"no";"179";"scold";"other";"want";"N"
23;"M";"S2WantScold";"yes";"180";"scold";"other";"want";"Y"
16;"F";"S2WantScold";"no";"181";"scold";"other";"want";"N"
18;"M";"S2WantScold";"no";"182";"scold";"other";"want";"N"
12;"M";"S2WantScold";"perhaps";"183";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"perhaps";"184";"scold";"other";"want";"Y"
21;"M";"S2WantScold";"no";"185";"scold";"other";"want";"N"
21;"M";"S2WantScold";"yes";"186";"scold";"other";"want";"Y"
16;"M";"S2WantScold";"perhaps";"187";"scold";"other";"want";"Y"
19;"F";"S2WantScold";"perhaps";"188";"scold";"other";"want";"Y"
19;"F";"S2WantScold";"perhaps";"189";"scold";"other";"want";"Y"
13;"F";"S2WantScold";"no";"190";"scold";"other";"want";"N"
31;"F";"S2WantScold";"no";"191";"scold";"other";"want";"N"
23;"M";"S2WantScold";"yes";"192";"scold";"other";"want";"Y"
25;"M";"S2WantScold";"yes";"193";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"perhaps";"194";"scold";"other";"want";"Y"
11;"M";"S2WantScold";"yes";"195";"scold";"other";"want";"Y"
28;"M";"S2WantScold";"no";"196";"scold";"other";"want";"N"
27;"M";"S2WantScold";"no";"197";"scold";"other";"want";"N"
16;"F";"S2WantScold";"no";"198";"scold";"other";"want";"N"
16;"F";"S2WantScold";"yes";"199";"scold";"other";"want";"Y"
16;"M";"S2WantScold";"no";"200";"scold";"other";"want";"N"
13;"M";"S2WantScold";"perhaps";"201";"scold";"other";"want";"Y"
21;"F";"S2WantScold";"yes";"202";"scold";"other";"want";"Y"
19;"F";"S2WantScold";"yes";"203";"scold";"other";"want";"Y"
20;"M";"S2WantScold";"no";"204";"scold";"other";"want";"N"
13;"F";"S2WantScold";"no";"205";"scold";"other";"want";"N"
15;"F";"S2WantScold";"yes";"206";"scold";"other";"want";"Y"
14;"M";"S2WantScold";"perhaps";"207";"scold";"other";"want";"Y"
15;"M";"S2WantScold";"no";"208";"scold";"other";"want";"N"
23;"F";"S2WantScold";"yes";"209";"scold";"other";"want";"Y"
13;"F";"S2WantScold";"perhaps";"210";"scold";"other";"want";"Y"
21;"F";"S2WantScold";"perhaps";"211";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"yes";"212";"scold";"other";"want";"Y"
23;"M";"S2WantScold";"no";"213";"scold";"other";"want";"N"
20;"F";"S2WantScold";"no";"214";"scold";"other";"want";"N"
19;"F";"S2WantScold";"perhaps";"215";"scold";"other";"want";"Y"
14;"M";"S2WantScold";"no";"216";"scold";"other";"want";"N"
18;"F";"S2WantScold";"yes";"217";"scold";"other";"want";"Y"
22;"F";"S2WantScold";"yes";"218";"scold";"other";"want";"Y"
23;"F";"S2WantScold";"perhaps";"219";"scold";"other";"want";"Y"
24;"F";"S2WantScold";"yes";"220";"scold";"other";"want";"Y"
20;"M";"S2WantScold";"perhaps";"221";"scold";"other";"want";"Y"
22;"M";"S2WantScold";"yes";"222";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"yes";"223";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"yes";"224";"scold";"other";"want";"Y"
11;"F";"S2WantScold";"yes";"225";"scold";"other";"want";"Y"
26;"M";"S2WantScold";"yes";"226";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"yes";"227";"scold";"other";"want";"Y"
11;"F";"S2WantScold";"yes";"228";"scold";"other";"want";"Y"
13;"M";"S2WantScold";"perhaps";"229";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"perhaps";"230";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"perhaps";"231";"scold";"other";"want";"Y"
16;"F";"S2WantScold";"no";"232";"scold";"other";"want";"N"
18;"M";"S2WantScold";"yes";"233";"scold";"other";"want";"Y"
27;"F";"S2WantScold";"perhaps";"234";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"yes";"235";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"no";"236";"scold";"other";"want";"N"
20;"M";"S2WantScold";"yes";"237";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"no";"238";"scold";"other";"want";"N"
14;"M";"S2WantScold";"no";"239";"scold";"other";"want";"N"
17;"M";"S2WantScold";"no";"240";"scold";"other";"want";"N"
18;"M";"S2WantScold";"perhaps";"241";"scold";"other";"want";"Y"
15;"M";"S2WantScold";"perhaps";"242";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"yes";"243";"scold";"other";"want";"Y"
27;"M";"S2WantScold";"yes";"244";"scold";"other";"want";"Y"
22;"M";"S2WantScold";"no";"245";"scold";"other";"want";"N"
18;"M";"S2WantScold";"perhaps";"246";"scold";"other";"want";"Y"
30;"F";"S2WantScold";"yes";"247";"scold";"other";"want";"Y"
13;"M";"S2WantScold";"no";"248";"scold";"other";"want";"N"
22;"F";"S2WantScold";"no";"249";"scold";"other";"want";"N"
19;"M";"S2WantScold";"perhaps";"250";"scold";"other";"want";"Y"
13;"M";"S2WantScold";"no";"251";"scold";"other";"want";"N"
34;"M";"S2WantScold";"yes";"252";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"perhaps";"253";"scold";"other";"want";"Y"
23;"F";"S2WantScold";"yes";"254";"scold";"other";"want";"Y"
21;"M";"S2WantScold";"perhaps";"255";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"yes";"256";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"yes";"257";"scold";"other";"want";"Y"
15;"F";"S2WantScold";"perhaps";"258";"scold";"other";"want";"Y"
21;"F";"S2WantScold";"perhaps";"259";"scold";"other";"want";"Y"
26;"M";"S2WantScold";"perhaps";"260";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"yes";"261";"scold";"other";"want";"Y"
34;"M";"S2WantScold";"yes";"262";"scold";"other";"want";"Y"
20;"M";"S2WantScold";"yes";"263";"scold";"other";"want";"Y"
21;"M";"S2WantScold";"yes";"264";"scold";"other";"want";"Y"
26;"M";"S2WantScold";"yes";"265";"scold";"other";"want";"Y"
23;"M";"S2WantScold";"yes";"266";"scold";"other";"want";"Y"
14;"M";"S2WantScold";"yes";"267";"scold";"other";"want";"Y"
23;"M";"S2WantScold";"perhaps";"268";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"perhaps";"269";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"no";"270";"scold";"other";"want";"N"
19;"M";"S2WantScold";"perhaps";"271";"scold";"other";"want";"Y"
25;"M";"S2WantScold";"yes";"272";"scold";"other";"want";"Y"
20;"F";"S2WantScold";"yes";"273";"scold";"other";"want";"Y"
26;"M";"S2WantScold";"yes";"274";"scold";"other";"want";"Y"
21;"M";"S2WantScold";"perhaps";"275";"scold";"other";"want";"Y"
15;"M";"S2WantScold";"no";"276";"scold";"other";"want";"N"
18;"M";"S2WantScold";"yes";"277";"scold";"other";"want";"Y"
21;"M";"S2WantScold";"no";"278";"scold";"other";"want";"N"
17;"M";"S2WantScold";"yes";"279";"scold";"other";"want";"Y"
15;"M";"S2WantScold";"no";"280";"scold";"other";"want";"N"
22;"M";"S2WantScold";"yes";"281";"scold";"other";"want";"Y"
19;"F";"S2WantScold";"no";"282";"scold";"other";"want";"N"
19;"F";"S2WantScold";"perhaps";"283";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"yes";"284";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"yes";"285";"scold";"other";"want";"Y"
16;"F";"S2WantScold";"yes";"286";"scold";"other";"want";"Y"
22;"M";"S2WantScold";"perhaps";"287";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"yes";"288";"scold";"other";"want";"Y"
25;"M";"S2WantScold";"yes";"289";"scold";"other";"want";"Y"
17;"F";"S2WantScold";"no";"290";"scold";"other";"want";"N"
30;"M";"S2WantScold";"yes";"291";"scold";"other";"want";"Y"
29;"M";"S2WantScold";"perhaps";"292";"scold";"other";"want";"Y"
27;"M";"S2WantScold";"perhaps";"293";"scold";"other";"want";"Y"
18;"M";"S2WantScold";"yes";"294";"scold";"other";"want";"Y"
27;"M";"S2WantScold";"yes";"295";"scold";"other";"want";"Y"
31;"M";"S2WantScold";"yes";"296";"scold";"other";"want";"Y"
19;"M";"S2WantScold";"no";"297";"scold";"other";"want";"N"
18;"F";"S2WantScold";"no";"298";"scold";"other";"want";"N"
17;"M";"S2WantScold";"yes";"299";"scold";"other";"want";"Y"
15;"M";"S2WantScold";"yes";"300";"scold";"other";"want";"Y"
20;"M";"S2WantScold";"perhaps";"301";"scold";"other";"want";"Y"
24;"M";"S2WantScold";"perhaps";"302";"scold";"other";"want";"Y"
12;"F";"S2WantScold";"no";"303";"scold";"other";"want";"N"
16;"F";"S2WantScold";"no";"304";"scold";"other";"want";"N"
20;"M";"S2WantScold";"perhaps";"305";"scold";"other";"want";"Y"
33;"F";"S2WantScold";"yes";"306";"scold";"other";"want";"Y"
17;"M";"S2WantScold";"no";"307";"scold";"other";"want";"N"
13;"M";"S2WantScold";"perhaps";"308";"scold";"other";"want";"Y"
14;"M";"S2WantScold";"no";"309";"scold";"other";"want";"N"
23;"M";"S2WantScold";"no";"310";"scold";"other";"want";"N"
24;"F";"S2WantScold";"yes";"311";"scold";"other";"want";"Y"
17;"F";"S2WantScold";"yes";"312";"scold";"other";"want";"Y"
20;"M";"S2WantScold";"yes";"313";"scold";"other";"want";"Y"
25;"M";"S2WantScold";"no";"314";"scold";"other";"want";"N"
23;"M";"S2WantScold";"yes";"315";"scold";"other";"want";"Y"
12;"M";"S2WantScold";"no";"316";"scold";"other";"want";"N"
20;"F";"S2WantShout";"no";"1";"shout";"other";"want";"N"
11;"F";"S2WantShout";"no";"2";"shout";"other";"want";"N"
17;"M";"S2WantShout";"perhaps";"3";"shout";"other";"want";"Y"
21;"M";"S2WantShout";"perhaps";"4";"shout";"other";"want";"Y"
17;"M";"S2WantShout";"no";"5";"shout";"other";"want";"N"
21;"M";"S2WantShout";"no";"6";"shout";"other";"want";"N"
39;"M";"S2WantShout";"yes";"7";"shout";"other";"want";"Y"
21;"M";"S2WantShout";"no";"8";"shout";"other";"want";"N"
24;"M";"S2WantShout";"no";"9";"shout";"other";"want";"N"
16;"M";"S2WantShout";"perhaps";"10";"shout";"other";"want";"Y"
15;"M";"S2WantShout";"yes";"11";"shout";"other";"want";"Y"
18;"M";"S2WantShout";"yes";"12";"shout";"other";"want";"Y"
36;"F";"S2WantShout";"no";"13";"shout";"other";"want";"N"
22;"F";"S2WantShout";"yes";"14";"shout";"other";"want";"Y"
16;"M";"S2WantShout";"perhaps";"15";"shout";"other";"want";"Y"
18;"M";"S2WantShout";"perhaps";"16";"shout";"other";"want";"Y"
23;"M";"S2WantShout";"perhaps";"17";"shout";"other";"want";"Y"
16;"M";"S2WantShout";"perhaps";"18";"shout";"other";"want";"Y"
21;"M";"S2WantShout";"no";"19";"shout";"other";"want";"N"
25;"M";"S2WantShout";"perhaps";"20";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"no";"21";"shout";"other";"want";"N"
15;"M";"S2WantShout";"yes";"22";"shout";"other";"want";"Y"
26;"M";"S2WantShout";"yes";"23";"shout";"other";"want";"Y"
13;"M";"S2WantShout";"no";"24";"shout";"other";"want";"N"
33;"M";"S2WantShout";"no";"25";"shout";"other";"want";"N"
17;"M";"S2WantShout";"no";"26";"shout";"other";"want";"N"
17;"M";"S2WantShout";"perhaps";"27";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"yes";"28";"shout";"other";"want";"Y"
21;"F";"S2WantShout";"perhaps";"29";"shout";"other";"want";"Y"
17;"M";"S2WantShout";"yes";"30";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"perhaps";"31";"shout";"other";"want";"Y"
18;"F";"S2WantShout";"no";"32";"shout";"other";"want";"N"
33;"F";"S2WantShout";"no";"33";"shout";"other";"want";"N"
19;"M";"S2WantShout";"perhaps";"34";"shout";"other";"want";"Y"
25;"M";"S2WantShout";"yes";"35";"shout";"other";"want";"Y"
17;"M";"S2WantShout";"perhaps";"36";"shout";"other";"want";"Y"
12;"M";"S2WantShout";"perhaps";"37";"shout";"other";"want";"Y"
14;"M";"S2WantShout";"yes";"38";"shout";"other";"want";"Y"
25;"F";"S2WantShout";"yes";"39";"shout";"other";"want";"Y"
22;"F";"S2WantShout";"no";"40";"shout";"other";"want";"N"
20;"M";"S2WantShout";"no";"41";"shout";"other";"want";"N"
25;"M";"S2WantShout";"perhaps";"42";"shout";"other";"want";"Y"
12;"M";"S2WantShout";"no";"43";"shout";"other";"want";"N"
16;"M";"S2WantShout";"no";"44";"shout";"other";"want";"N"
23;"M";"S2WantShout";"no";"45";"shout";"other";"want";"N"
19;"M";"S2WantShout";"yes";"46";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"yes";"47";"shout";"other";"want";"Y"
15;"M";"S2WantShout";"no";"48";"shout";"other";"want";"N"
25;"M";"S2WantShout";"perhaps";"49";"shout";"other";"want";"Y"
35;"M";"S2WantShout";"yes";"50";"shout";"other";"want";"Y"
24;"M";"S2WantShout";"no";"51";"shout";"other";"want";"N"
24;"M";"S2WantShout";"perhaps";"52";"shout";"other";"want";"Y"
13;"M";"S2WantShout";"yes";"53";"shout";"other";"want";"Y"
26;"M";"S2WantShout";"perhaps";"54";"shout";"other";"want";"Y"
25;"M";"S2WantShout";"yes";"55";"shout";"other";"want";"Y"
20;"M";"S2WantShout";"yes";"56";"shout";"other";"want";"Y"
27;"M";"S2WantShout";"yes";"57";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"perhaps";"58";"shout";"other";"want";"Y"
15;"F";"S2WantShout";"no";"59";"shout";"other";"want";"N"
18;"M";"S2WantShout";"yes";"60";"shout";"other";"want";"Y"
26;"M";"S2WantShout";"yes";"61";"shout";"other";"want";"Y"
26;"M";"S2WantShout";"perhaps";"62";"shout";"other";"want";"Y"
23;"M";"S2WantShout";"perhaps";"63";"shout";"other";"want";"Y"
20;"M";"S2WantShout";"perhaps";"64";"shout";"other";"want";"Y"
18;"M";"S2WantShout";"yes";"65";"shout";"other";"want";"Y"
30;"M";"S2WantShout";"no";"66";"shout";"other";"want";"N"
24;"M";"S2WantShout";"yes";"67";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"yes";"68";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"no";"69";"shout";"other";"want";"N"
13;"M";"S2WantShout";"yes";"70";"shout";"other";"want";"Y"
17;"M";"S2WantShout";"no";"71";"shout";"other";"want";"N"
29;"M";"S2WantShout";"yes";"72";"shout";"other";"want";"Y"
12;"M";"S2WantShout";"no";"73";"shout";"other";"want";"N"
19;"M";"S2WantShout";"perhaps";"74";"shout";"other";"want";"Y"
23;"M";"S2WantShout";"no";"75";"shout";"other";"want";"N"
11;"M";"S2WantShout";"no";"76";"shout";"other";"want";"N"
18;"M";"S2WantShout";"perhaps";"77";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"no";"78";"shout";"other";"want";"N"
22;"F";"S2WantShout";"perhaps";"79";"shout";"other";"want";"Y"
19;"F";"S2WantShout";"no";"80";"shout";"other";"want";"N"
19;"F";"S2WantShout";"no";"81";"shout";"other";"want";"N"
21;"M";"S2WantShout";"no";"82";"shout";"other";"want";"N"
25;"M";"S2WantShout";"no";"83";"shout";"other";"want";"N"
19;"M";"S2WantShout";"no";"84";"shout";"other";"want";"N"
26;"M";"S2WantShout";"no";"85";"shout";"other";"want";"N"
18;"M";"S2WantShout";"no";"86";"shout";"other";"want";"N"
20;"M";"S2WantShout";"perhaps";"87";"shout";"other";"want";"Y"
17;"M";"S2WantShout";"no";"88";"shout";"other";"want";"N"
17;"F";"S2WantShout";"no";"89";"shout";"other";"want";"N"
16;"M";"S2WantShout";"no";"90";"shout";"other";"want";"N"
22;"M";"S2WantShout";"no";"91";"shout";"other";"want";"N"
16;"M";"S2WantShout";"no";"92";"shout";"other";"want";"N"
19;"F";"S2WantShout";"no";"93";"shout";"other";"want";"N"
20;"F";"S2WantShout";"no";"94";"shout";"other";"want";"N"
22;"M";"S2WantShout";"yes";"95";"shout";"other";"want";"Y"
18;"M";"S2WantShout";"no";"96";"shout";"other";"want";"N"
26;"M";"S2WantShout";"no";"97";"shout";"other";"want";"N"
23;"M";"S2WantShout";"no";"98";"shout";"other";"want";"N"
15;"M";"S2WantShout";"no";"99";"shout";"other";"want";"N"
18;"M";"S2WantShout";"no";"100";"shout";"other";"want";"N"
27;"M";"S2WantShout";"no";"101";"shout";"other";"want";"N"
21;"M";"S2WantShout";"no";"102";"shout";"other";"want";"N"
21;"M";"S2WantShout";"no";"103";"shout";"other";"want";"N"
15;"M";"S2WantShout";"no";"104";"shout";"other";"want";"N"
17;"M";"S2WantShout";"perhaps";"105";"shout";"other";"want";"Y"
15;"M";"S2WantShout";"no";"106";"shout";"other";"want";"N"
23;"M";"S2WantShout";"no";"107";"shout";"other";"want";"N"
23;"M";"S2WantShout";"yes";"108";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"no";"109";"shout";"other";"want";"N"
21;"M";"S2WantShout";"no";"110";"shout";"other";"want";"N"
18;"M";"S2WantShout";"no";"111";"shout";"other";"want";"N"
18;"M";"S2WantShout";"no";"112";"shout";"other";"want";"N"
16;"M";"S2WantShout";"no";"113";"shout";"other";"want";"N"
20;"M";"S2WantShout";"no";"114";"shout";"other";"want";"N"
24;"M";"S2WantShout";"yes";"115";"shout";"other";"want";"Y"
26;"M";"S2WantShout";"perhaps";"116";"shout";"other";"want";"Y"
20;"M";"S2WantShout";"perhaps";"117";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"yes";"118";"shout";"other";"want";"Y"
16;"F";"S2WantShout";"no";"119";"shout";"other";"want";"N"
18;"F";"S2WantShout";"perhaps";"120";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"no";"121";"shout";"other";"want";"N"
25;"M";"S2WantShout";"perhaps";"122";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"no";"123";"shout";"other";"want";"N"
23;"F";"S2WantShout";"yes";"124";"shout";"other";"want";"Y"
21;"M";"S2WantShout";"no";"125";"shout";"other";"want";"N"
13;"M";"S2WantShout";"yes";"126";"shout";"other";"want";"Y"
16;"M";"S2WantShout";"no";"127";"shout";"other";"want";"N"
21;"M";"S2WantShout";"perhaps";"128";"shout";"other";"want";"Y"
15;"M";"S2WantShout";"no";"129";"shout";"other";"want";"N"
23;"M";"S2WantShout";"no";"130";"shout";"other";"want";"N"
17;"M";"S2WantShout";"perhaps";"131";"shout";"other";"want";"Y"
14;"M";"S2WantShout";"yes";"132";"shout";"other";"want";"Y"
29;"M";"S2WantShout";"no";"133";"shout";"other";"want";"N"
24;"M";"S2WantShout";"no";"134";"shout";"other";"want";"N"
15;"M";"S2WantShout";"no";"135";"shout";"other";"want";"N"
25;"M";"S2WantShout";"no";"136";"shout";"other";"want";"N"
17;"M";"S2WantShout";"yes";"137";"shout";"other";"want";"Y"
17;"F";"S2WantShout";"perhaps";"138";"shout";"other";"want";"Y"
28;"F";"S2WantShout";"no";"139";"shout";"other";"want";"N"
15;"M";"S2WantShout";"no";"140";"shout";"other";"want";"N"
19;"M";"S2WantShout";"no";"141";"shout";"other";"want";"N"
26;"M";"S2WantShout";"no";"142";"shout";"other";"want";"N"
18;"M";"S2WantShout";"yes";"143";"shout";"other";"want";"Y"
11;"M";"S2WantShout";"no";"144";"shout";"other";"want";"N"
25;"M";"S2WantShout";"yes";"145";"shout";"other";"want";"Y"
28;"M";"S2WantShout";"perhaps";"146";"shout";"other";"want";"Y"
25;"M";"S2WantShout";"no";"147";"shout";"other";"want";"N"
14;"M";"S2WantShout";"yes";"148";"shout";"other";"want";"Y"
17;"M";"S2WantShout";"no";"149";"shout";"other";"want";"N"
18;"M";"S2WantShout";"no";"150";"shout";"other";"want";"N"
22;"F";"S2WantShout";"perhaps";"151";"shout";"other";"want";"Y"
17;"M";"S2WantShout";"perhaps";"152";"shout";"other";"want";"Y"
15;"F";"S2WantShout";"no";"153";"shout";"other";"want";"N"
16;"F";"S2WantShout";"perhaps";"154";"shout";"other";"want";"Y"
22;"F";"S2WantShout";"no";"155";"shout";"other";"want";"N"
21;"M";"S2WantShout";"perhaps";"156";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"no";"157";"shout";"other";"want";"N"
21;"M";"S2WantShout";"no";"158";"shout";"other";"want";"N"
16;"M";"S2WantShout";"perhaps";"159";"shout";"other";"want";"Y"
17;"M";"S2WantShout";"yes";"160";"shout";"other";"want";"Y"
15;"F";"S2WantShout";"perhaps";"161";"shout";"other";"want";"Y"
27;"F";"S2WantShout";"no";"162";"shout";"other";"want";"N"
21;"F";"S2WantShout";"yes";"163";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"no";"164";"shout";"other";"want";"N"
17;"M";"S2WantShout";"no";"165";"shout";"other";"want";"N"
21;"M";"S2WantShout";"perhaps";"166";"shout";"other";"want";"Y"
24;"F";"S2WantShout";"no";"167";"shout";"other";"want";"N"
20;"M";"S2WantShout";"perhaps";"168";"shout";"other";"want";"Y"
16;"F";"S2WantShout";"no";"169";"shout";"other";"want";"N"
14;"M";"S2WantShout";"no";"170";"shout";"other";"want";"N"
14;"M";"S2WantShout";"perhaps";"171";"shout";"other";"want";"Y"
20;"F";"S2WantShout";"no";"172";"shout";"other";"want";"N"
23;"M";"S2WantShout";"no";"173";"shout";"other";"want";"N"
23;"F";"S2WantShout";"yes";"174";"shout";"other";"want";"Y"
23;"M";"S2WantShout";"yes";"175";"shout";"other";"want";"Y"
23;"M";"S2WantShout";"yes";"176";"shout";"other";"want";"Y"
18;"F";"S2WantShout";"yes";"177";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"perhaps";"178";"shout";"other";"want";"Y"
20;"M";"S2WantShout";"yes";"179";"shout";"other";"want";"Y"
23;"M";"S2WantShout";"yes";"180";"shout";"other";"want";"Y"
16;"F";"S2WantShout";"no";"181";"shout";"other";"want";"N"
18;"M";"S2WantShout";"no";"182";"shout";"other";"want";"N"
12;"M";"S2WantShout";"no";"183";"shout";"other";"want";"N"
17;"M";"S2WantShout";"no";"184";"shout";"other";"want";"N"
21;"M";"S2WantShout";"perhaps";"185";"shout";"other";"want";"Y"
21;"M";"S2WantShout";"perhaps";"186";"shout";"other";"want";"Y"
16;"M";"S2WantShout";"perhaps";"187";"shout";"other";"want";"Y"
19;"F";"S2WantShout";"perhaps";"188";"shout";"other";"want";"Y"
19;"F";"S2WantShout";"no";"189";"shout";"other";"want";"N"
13;"F";"S2WantShout";"no";"190";"shout";"other";"want";"N"
31;"F";"S2WantShout";"no";"191";"shout";"other";"want";"N"
23;"M";"S2WantShout";"perhaps";"192";"shout";"other";"want";"Y"
25;"M";"S2WantShout";"yes";"193";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"perhaps";"194";"shout";"other";"want";"Y"
11;"M";"S2WantShout";"yes";"195";"shout";"other";"want";"Y"
28;"M";"S2WantShout";"no";"196";"shout";"other";"want";"N"
27;"M";"S2WantShout";"no";"197";"shout";"other";"want";"N"
16;"F";"S2WantShout";"no";"198";"shout";"other";"want";"N"
16;"F";"S2WantShout";"no";"199";"shout";"other";"want";"N"
16;"M";"S2WantShout";"perhaps";"200";"shout";"other";"want";"Y"
13;"M";"S2WantShout";"perhaps";"201";"shout";"other";"want";"Y"
21;"F";"S2WantShout";"no";"202";"shout";"other";"want";"N"
19;"F";"S2WantShout";"no";"203";"shout";"other";"want";"N"
20;"M";"S2WantShout";"no";"204";"shout";"other";"want";"N"
13;"F";"S2WantShout";"no";"205";"shout";"other";"want";"N"
15;"F";"S2WantShout";"no";"206";"shout";"other";"want";"N"
14;"M";"S2WantShout";"no";"207";"shout";"other";"want";"N"
15;"M";"S2WantShout";"no";"208";"shout";"other";"want";"N"
23;"F";"S2WantShout";"perhaps";"209";"shout";"other";"want";"Y"
13;"F";"S2WantShout";"no";"210";"shout";"other";"want";"N"
21;"F";"S2WantShout";"perhaps";"211";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"perhaps";"212";"shout";"other";"want";"Y"
23;"M";"S2WantShout";"perhaps";"213";"shout";"other";"want";"Y"
20;"F";"S2WantShout";"no";"214";"shout";"other";"want";"N"
19;"F";"S2WantShout";"perhaps";"215";"shout";"other";"want";"Y"
14;"M";"S2WantShout";"no";"216";"shout";"other";"want";"N"
18;"F";"S2WantShout";"perhaps";"217";"shout";"other";"want";"Y"
22;"F";"S2WantShout";"perhaps";"218";"shout";"other";"want";"Y"
23;"F";"S2WantShout";"perhaps";"219";"shout";"other";"want";"Y"
24;"F";"S2WantShout";"yes";"220";"shout";"other";"want";"Y"
20;"M";"S2WantShout";"yes";"221";"shout";"other";"want";"Y"
22;"M";"S2WantShout";"perhaps";"222";"shout";"other";"want";"Y"
19;"M";"S2WantShout";"no";"223";"shout";"other";"want";"N"
19;"M";"S2WantShout";"no";"224";"shout";"other";"want";"N"
